年份,国家,灾害类型,灾害子类型,区域,灾害频次,总死亡人数,总受灾人数,总经济损失(千美元)
2011,尼泊尔,气候灾害,洪涝,南亚,1,15,0,0.0
2011,尼泊尔,气候灾害,洪涝,南亚,1,89,1858,0.0
2012,尼泊尔,气候灾害,洪涝,南亚,1,72,5,1000.0
2013,尼泊尔,气候灾害,洪涝,南亚,1,76,12503,0.0
2013,尼泊尔,气候灾害,洪涝,南亚,1,119,4320,0.0
2014,尼泊尔,气候灾害,洪涝,南亚,1,16,2400,0.0
2014,尼泊尔,气候灾害,洪涝,南亚,1,8,0,0.0
2014,尼泊尔,气候灾害,洪涝,南亚,1,294,184894,0.0
2016,尼泊尔,气候灾害,洪涝,南亚,1,138,10551,15000.0
2016,尼泊尔,气候灾害,洪涝,南亚,1,25,10023,0.0
2017,尼泊尔,气候灾害,洪涝,南亚,1,11,6000,0.0
2017,尼泊尔,气候灾害,洪涝,南亚,1,176,1700134,595000.0
2018,尼泊尔,气候灾害,洪涝,南亚,1,15,1400,0.0
1950,巴基斯坦,气候灾害,洪涝,南亚,1,2900,0,0.0
1954,巴基斯坦,气候灾害,洪涝,南亚,1,300,0,0.0
1954,巴基斯坦,气候灾害,洪涝,南亚,1,46,0,0.0
1956,巴基斯坦,气候灾害,洪涝,南亚,1,270,0,0.0
1957,巴基斯坦,气候灾害,洪涝,南亚,1,75,0,0.0
1959,巴基斯坦,气候灾害,洪涝,南亚,1,100,0,0.0
1964,巴基斯坦,气候灾害,洪涝,南亚,1,0,74427,500.0
1967,巴基斯坦,气候灾害,洪涝,南亚,1,32,150000,2800.0
1973,巴基斯坦,气候灾害,洪涝,南亚,1,474,4800000,661500.0
1976,巴基斯坦,气候灾害,洪涝,南亚,1,338,5566000,505000.0
1977,巴基斯坦,气候灾害,洪涝,南亚,1,848,1022000,0.0
1978,巴基斯坦,气候灾害,洪涝,南亚,1,393,2246000,0.0
1979,巴基斯坦,气候灾害,洪涝,南亚,1,13,3200,0.0
1980,巴基斯坦,气候灾害,洪涝,南亚,1,75,86200,0.0
1981,巴基斯坦,气候灾害,洪涝,南亚,1,82,0,0.0
1982,巴基斯坦,气候灾害,洪涝,南亚,1,68,10000,0.0
1983,巴基斯坦,气候灾害,洪涝,南亚,1,39,64300,0.0
1984,巴基斯坦,气候灾害,洪涝,南亚,1,39,2000,0.0
1988,巴基斯坦,气候灾害,洪涝,南亚,1,196,1000000,0.0
1989,巴基斯坦,气候灾害,洪涝,南亚,1,20,142400,0.0
1991,巴基斯坦,气候灾害,洪涝,南亚,1,24,0,0.0
1992,巴基斯坦,气候灾害,洪涝,南亚,1,112,6184418,230.0
1992,巴基斯坦,气候灾害,洪涝,南亚,1,1334,6655450,1000000.0
1993,巴基斯坦,气候灾害,洪涝,南亚,1,15,261295,0.0
1994,巴基斯坦,气候灾害,洪涝,南亚,1,316,840016,92000.0
1995,巴基斯坦,气候灾害,洪涝,南亚,1,12,0,0.0
1995,巴基斯坦,气候灾害,洪涝,南亚,1,451,1255000,0.0
1995,巴基斯坦,气候灾害,洪涝,南亚,1,600,600000,0.0
1996,巴基斯坦,气候灾害,洪涝,南亚,1,111,1300000,0.0
1997,巴基斯坦,气候灾害,洪涝,南亚,1,31,56,0.0
1997,巴基斯坦,气候灾害,洪涝,南亚,1,140,851328,0.0
1998,巴基斯坦,气候灾害,洪涝,南亚,1,1000,200000,0.0
1999,巴基斯坦,气候灾害,洪涝,南亚,1,14,43,0.0
1999,巴基斯坦,气候灾害,洪涝,南亚,1,20,1000,0.0
2001,巴基斯坦,气候灾害,洪涝,南亚,1,210,400179,246000.0
2002,巴基斯坦,气候灾害,洪涝,南亚,1,14,0,0.0
2002,巴基斯坦,气候灾害,洪涝,南亚,1,22,3010,30.0
2002,巴基斯坦,气候灾害,洪涝,南亚,1,1,1000,0.0
2003,巴基斯坦,气候灾害,洪涝,南亚,1,230,1266223,0.0
2003,巴基斯坦,气候灾害,洪涝,南亚,1,0,0,0.0
2003,巴基斯坦,气候灾害,洪涝,南亚,1,36,20,0.0
2004,巴基斯坦,气候灾害,洪涝,南亚,1,5,0,0.0
2004,巴基斯坦,气候灾害,洪涝,南亚,1,0,0,0.0
2005,巴基斯坦,气候灾害,洪涝,南亚,1,520,7000450,30000.0
2005,巴基斯坦,气候灾害,洪涝,南亚,1,15,5000,0.0
2005,巴基斯坦,气候灾害,洪涝,南亚,1,20,3500,0.0
2005,巴基斯坦,气候灾害,洪涝,南亚,1,39,460073,0.0
2005,巴基斯坦,气候灾害,洪涝,南亚,1,42,58020,0.0
2006,巴基斯坦,气候灾害,洪涝,南亚,1,13,300,0.0
2006,巴基斯坦,气候灾害,洪涝,南亚,1,40,2000,0.0
2006,巴基斯坦,气候灾害,洪涝,南亚,1,74,5050,0.0
2006,巴基斯坦,气候灾害,洪涝,南亚,1,0,0,0.0
2006,巴基斯坦,气候灾害,洪涝,南亚,1,20,0,0.0
2006,巴基斯坦,气候灾害,洪涝,南亚,1,20,0,0.0
2006,巴基斯坦,气候灾害,洪涝,南亚,1,233,775,0.0
2007,巴基斯坦,气候灾害,洪涝,南亚,1,130,2000,0.0
2007,巴基斯坦,气候灾害,洪涝,南亚,1,228,186,0.0
2007,巴基斯坦,气候灾害,洪涝,南亚,1,22,500,0.0
2007,巴基斯坦,气候灾害,洪涝,南亚,1,80,0,0.0
2007,巴基斯坦,气候灾害,洪涝,南亚,1,44,20,327118.0
2007,巴基斯坦,气候灾害,洪涝,南亚,1,22,0,0.0
2008,巴基斯坦,气候灾害,洪涝,南亚,1,10,0,0.0
2008,巴基斯坦,气候灾害,洪涝,南亚,1,36,200012,103000.0
2008,巴基斯坦,气候灾害,洪涝,南亚,1,37,90752,0.0
2009,巴基斯坦,气候灾害,洪涝,南亚,1,14,10,0.0
2009,巴基斯坦,气候灾害,洪涝,南亚,1,52,70,0.0
2009,巴基斯坦,气候灾害,洪涝,南亚,1,36,75000,0.0
2010,巴基斯坦,气候灾害,洪涝,南亚,1,22,0,0.0
2010,巴基斯坦,气候灾害,洪涝,南亚,1,46,0,0.0
2010,巴基斯坦,气候灾害,洪涝,南亚,1,60,4000,0.0
2010,巴基斯坦,气候灾害,洪涝,南亚,1,1985,20359496,9500000.0
2011,巴基斯坦,气候灾害,洪涝,南亚,1,509,5400755,2500000.0
2012,巴基斯坦,气候灾害,洪涝,南亚,1,12,0,0.0
2012,巴基斯坦,气候灾害,洪涝,南亚,1,480,5049364,2500000.0
2012,巴基斯坦,气候灾害,洪涝,南亚,1,26,1200,0.0
2013,巴基斯坦,气候灾害,洪涝,南亚,1,34,57,0.0
2013,巴基斯坦,气候灾害,洪涝,南亚,1,234,1497725,1500000.0
2014,巴基斯坦,气候灾害,洪涝,南亚,1,255,2530673,2000000.0
2015,巴基斯坦,气候灾害,洪涝,南亚,1,32,0,0.0
2015,巴基斯坦,气候灾害,洪涝,南亚,1,49,5067,1000.0
2015,巴基斯坦,气候灾害,洪涝,南亚,1,20,0,0.0
2015,巴基斯坦,气候灾害,洪涝,南亚,1,10,0,0.0
2015,巴基斯坦,气候灾害,洪涝,南亚,1,238,1572423,0.0
2015,巴基斯坦,气候灾害,洪涝,南亚,1,18,0,0.0
2016,巴基斯坦,气候灾害,洪涝,南亚,1,92,77,0.0
2016,巴基斯坦,气候灾害,洪涝,南亚,1,46,410,0.0
2016,巴基斯坦,气候灾害,洪涝,南亚,1,26,3,0.0
2016,巴基斯坦,气候灾害,洪涝,南亚,1,32,2900,0.0
2016,巴基斯坦,气候灾害,洪涝,南亚,1,10,0,0.0
2016,巴基斯坦,气候灾害,洪涝,南亚,1,141,4412,2000.0
2016,巴基斯坦,气候灾害,洪涝,南亚,1,22,2960,0.0
2017,巴基斯坦,气候灾害,洪涝,南亚,1,13,60650,0.0
2017,巴基斯坦,气候灾害,洪涝,南亚,1,167,2367,110000.0
2018,巴基斯坦,气候灾害,洪涝,南亚,1,60,0,0.0
1990,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,280,0.0
1992,塔吉克斯坦,气候灾害,洪涝,中亚,1,1346,63500,300000.0
1994,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,6051,0.0
1996,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,180000,0.0
1998,塔吉克斯坦,气候灾害,洪涝,中亚,1,51,40974,66000.0
1998,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,916,0.0
1999,塔吉克斯坦,气候灾害,洪涝,中亚,1,27,9392,6154.0
2001,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,2190,0.0
2002,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,630,0.0
2002,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,408,0.0
2002,塔吉克斯坦,气候灾害,洪涝,中亚,1,8,1500,0.0
2002,塔吉克斯坦,气候灾害,洪涝,中亚,1,24,1713,2836.0
2003,塔吉克斯坦,气候灾害,洪涝,中亚,1,6,1755,20000.0
2004,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,400000,12000.0
2005,塔吉克斯坦,气候灾害,洪涝,中亚,1,8,3222,0.0
2005,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,1890,50000.0
2007,塔吉克斯坦,气候灾害,洪涝,中亚,1,1,17184,0.0
2007,塔吉克斯坦,气候灾害,洪涝,中亚,1,21,125,0.0
2009,塔吉克斯坦,气候灾害,洪涝,中亚,1,21,15000,1000.0
2010,塔吉克斯坦,气候灾害,洪涝,中亚,1,2,1914,0.0
2010,塔吉克斯坦,气候灾害,洪涝,中亚,1,73,6708,204000.0
2011,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,2130,0.0
2012,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,5556,760.0
2014,塔吉克斯坦,气候灾害,洪涝,中亚,1,20,7438,2000.0
2014,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,5785,0.0
2015,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,5401,0.0
2015,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,5401,0.0
2016,塔吉克斯坦,气候灾害,洪涝,中亚,1,4,12750,0.0
2017,塔吉克斯坦,气候灾害,洪涝,中亚,1,0,700,0.0
1966,泰国,气候灾害,洪涝,东南亚,1,6,205200,1000.0
1975,泰国,气候灾害,洪涝,东南亚,1,239,3000093,45000.0
1978,泰国,气候灾害,洪涝,东南亚,1,96,1628400,400000.0
1978,泰国,气候灾害,洪涝,东南亚,1,0,400000,0.0
1980,泰国,气候灾害,洪涝,东南亚,1,57,630000,59700.0
1983,泰国,气候灾害,洪涝,东南亚,1,50,1000000,0.0
1984,泰国,气候灾害,洪涝,东南亚,1,17,34571,3000.0
1984,泰国,气候灾害,洪涝,东南亚,1,0,751600,400000.0
1985,泰国,气候灾害,洪涝,东南亚,1,18,7640,3600.0
1986,泰国,气候灾害,洪涝,东南亚,1,42,27801,2000.0
1987,泰国,气候灾害,洪涝,东南亚,1,24,0,7200.0
1988,泰国,气候灾害,洪涝,东南亚,1,664,1114819,169146.0
1991,泰国,气候灾害,洪涝,东南亚,1,16,2000,0.0
1991,泰国,气候灾害,洪涝,东南亚,1,1,14574,1478.0
1993,泰国,气候灾害,洪涝,东南亚,1,23,393809,1261000.0
1993,泰国,气候灾害,洪涝,东南亚,1,4,302862,319850.0
1993,泰国,气候灾害,洪涝,东南亚,1,14,192674,400100.0
1994,泰国,气候灾害,洪涝,东南亚,1,31,0,0.0
1994,泰国,气候灾害,洪涝,东南亚,1,60,59000,238000.0
1994,泰国,气候灾害,洪涝,东南亚,1,11,112257,30000.0
1995,泰国,气候灾害,洪涝,东南亚,1,231,4280984,140500.0
1996,泰国,气候灾害,洪涝,东南亚,1,91,5000000,500.0
1997,泰国,气候灾害,洪涝,东南亚,1,14,0,0.0
1999,泰国,气候灾害,洪涝,东南亚,1,3,20000,0.0
1999,泰国,气候灾害,洪涝,东南亚,1,7,90700,13000.0
1999,泰国,气候灾害,洪涝,东南亚,1,0,862,0.0
1999,泰国,气候灾害,洪涝,东南亚,1,10,170000,0.0
1999,泰国,气候灾害,洪涝,东南亚,1,0,200,267.0
1999,泰国,气候灾害,洪涝,东南亚,1,2,2000,0.0
2000,泰国,气候灾害,洪涝,东南亚,1,0,2500,0.0
2000,泰国,气候灾害,洪涝,东南亚,1,47,2500000,51050.0
2000,泰国,气候灾害,洪涝,东南亚,1,51,808801,57500.0
2000,泰国,气候灾害,洪涝,东南亚,1,9,12500,506.0
2001,泰国,气候灾害,洪涝,东南亚,1,83,4130,4000.0
2001,泰国,气候灾害,洪涝,东南亚,1,2,6000,0.0
2001,泰国,气候灾害,洪涝,东南亚,1,33,5140,0.0
2001,泰国,气候灾害,洪涝,东南亚,1,104,450109,24500.0
2001,泰国,气候灾害,洪涝,东南亚,1,0,1000,0.0
2001,泰国,气候灾害,洪涝,东南亚,1,0,4000,0.0
2002,泰国,气候灾害,洪涝,东南亚,1,0,1500,0.0
2002,泰国,气候灾害,洪涝,东南亚,1,154,3289420,35827.0
2003,泰国,气候灾害,洪涝,东南亚,1,3,3000,25000.0
2003,泰国,气候灾害,洪涝,东南亚,1,6,104700,1400.0
2003,泰国,气候灾害,洪涝,东南亚,1,0,0,0.0
2004,泰国,气候灾害,洪涝,东南亚,1,9,500000,0.0
2004,泰国,气候灾害,洪涝,东南亚,1,2,2000,0.0
2004,泰国,气候灾害,洪涝,东南亚,1,2,5000,175000.0
2005,泰国,气候灾害,洪涝,东南亚,1,21,119310,121000.0
2005,泰国,气候灾害,洪涝,东南亚,1,55,700000,97000.0
2006,泰国,气候灾害,洪涝,东南亚,1,0,2000,0.0
2006,泰国,气候灾害,洪涝,东南亚,1,116,342895,25000.0
2006,泰国,气候灾害,洪涝,东南亚,1,164,2212413,9940.0
2007,泰国,气候灾害,洪涝,东南亚,1,38,0,0.0
2007,泰国,气候灾害,洪涝,东南亚,1,0,1000,0.0
2007,泰国,气候灾害,洪涝,东南亚,1,10,17000,0.0
2007,泰国,气候灾害,洪涝,东南亚,1,2,100000,1500.0
2007,泰国,气候灾害,洪涝,东南亚,1,3,65000,0.0
2008,泰国,气候灾害,洪涝,东南亚,1,18,839573,16000.0
2008,泰国,气候灾害,洪涝,东南亚,1,21,700000,11500.0
2008,泰国,气候灾害,洪涝,东南亚,1,0,32584,344.0
2009,泰国,气候灾害,洪涝,东南亚,1,15,200000,0.0
2010,泰国,气候灾害,洪涝,东南亚,1,258,8970653,332000.0
2011,泰国,气候灾害,洪涝,东南亚,1,64,716110,317000.0
2011,泰国,气候灾害,洪涝,东南亚,1,813,9500000,40000000.0
2012,泰国,气候灾害,洪涝,东南亚,1,0,235545,0.0
2013,泰国,气候灾害,洪涝,东南亚,1,0,0,97000.0
2013,泰国,气候灾害,洪涝,东南亚,1,61,3500000,482000.0
2013,泰国,气候灾害,洪涝,东南亚,1,23,15254,0.0
2014,泰国,气候灾害,洪涝,东南亚,1,10,73260,10000.0
2014,泰国,气候灾害,洪涝,东南亚,1,0,12000,0.0
2014,泰国,气候灾害,洪涝,东南亚,1,4,27140,0.0
2014,泰国,气候灾害,洪涝,东南亚,1,15,18888,0.0
2016,泰国,气候灾害,洪涝,东南亚,1,4,204000,120000.0
2016,泰国,气候灾害,洪涝,东南亚,1,3,22500,0.0
2016,泰国,气候灾害,洪涝,东南亚,1,14,582343,25000.0
2017,泰国,气候灾害,洪涝,东南亚,1,96,1800000,1000000.0
2017,泰国,气候灾害,洪涝,东南亚,1,23,1000000,307000.0
2017,泰国,气候灾害,洪涝,东南亚,1,9,605000,1400.0
2017,泰国,气候灾害,洪涝,东南亚,1,22,385498,0.0
2005,乌兹别克斯坦,气候灾害,洪涝,中亚,1,0,1500,0.0
1993,白俄罗斯,气候灾害,洪涝,中东欧,1,0,40000,100000.0
1996,白俄罗斯,气候灾害,洪涝,中东欧,1,0,0,0.0
1999,白俄罗斯,气候灾害,洪涝,中东欧,1,2,2000,4380.0
2018,白俄罗斯,气候灾害,洪涝,中东欧,1,0,50000,0.0
1966,蒙古,气候灾害,洪涝,蒙俄,1,57,270000,25000.0
1982,蒙古,气候灾害,洪涝,蒙俄,1,0,0,0.0
1994,蒙古,气候灾害,洪涝,蒙俄,1,5,0,0.0
1996,蒙古,气候灾害,洪涝,蒙俄,1,41,0,0.0
2003,蒙古,气候灾害,洪涝,蒙俄,1,15,1650,270.0
2009,蒙古,气候灾害,洪涝,蒙俄,1,26,15000,94.0
2018,蒙古,气候灾害,洪涝,蒙俄,1,0,80301,0.0
1968,菲律宾,气候灾害,洪涝,东南亚,1,29,0,0.0
1972,菲律宾,气候灾害,洪涝,东南亚,1,653,2770647,220000.0
1973,菲律宾,气候灾害,洪涝,东南亚,1,3,5000,493.0
1974,菲律宾,气候灾害,洪涝,东南亚,1,94,1200000,17800.0
1974,菲律宾,气候灾害,洪涝,东南亚,1,0,1823,0.0
1975,菲律宾,气候灾害,洪涝,东南亚,1,0,99,0.0
1976,菲律宾,气候灾害,洪涝,东南亚,1,8,1565,0.0
1976,菲律宾,气候灾害,洪涝,东南亚,1,10,14313,1553.0
1977,菲律宾,气候灾害,洪涝,东南亚,1,10,4300,0.0
1977,菲律宾,气候灾害,洪涝,东南亚,1,0,1500,0.0
1977,菲律宾,气候灾害,洪涝,东南亚,1,14,1499,1913.0
1978,菲律宾,气候灾害,洪涝,东南亚,1,53,1000,0.0
1978,菲律宾,气候灾害,洪涝,东南亚,1,0,1500,0.0
1979,菲律宾,气候灾害,洪涝,东南亚,1,0,16000,6983.0
1980,菲律宾,气候灾害,洪涝,东南亚,1,2,25980,0.0
1981,菲律宾,气候灾害,洪涝,东南亚,1,228,300000,27000.0
1981,菲律宾,气候灾害,洪涝,东南亚,1,0,7500,0.0
1981,菲律宾,气候灾害,洪涝,东南亚,1,125,122,0.0
1982,菲律宾,气候灾害,洪涝,东南亚,1,13,200000,0.0
1982,菲律宾,气候灾害,洪涝,东南亚,1,18,35,0.0
1982,菲律宾,气候灾害,洪涝,东南亚,1,2,232,0.0
1982,菲律宾,气候灾害,洪涝,东南亚,1,0,818,60.0
1983,菲律宾,气候灾害,洪涝,东南亚,1,11,1835,3.0
1985,菲律宾,气候灾害,洪涝,东南亚,1,25,5000,0.0
1985,菲律宾,气候灾害,洪涝,东南亚,1,54,444,0.0
1986,菲律宾,气候灾害,洪涝,东南亚,1,3,615,56.0
1989,菲律宾,气候灾害,洪涝,东南亚,1,44,260011,6000.0
1989,菲律宾,气候灾害,洪涝,东南亚,1,0,47500,0.0
1990,菲律宾,气候灾害,洪涝,东南亚,1,98,236,43.0
1990,菲律宾,气候灾害,洪涝,东南亚,1,28,50000,0.0
1990,菲律宾,气候灾害,洪涝,东南亚,1,50,662500,0.0
1991,菲律宾,气候灾害,洪涝,东南亚,1,10,0,0.0
1991,菲律宾,气候灾害,洪涝,东南亚,1,50,0,0.0
1991,菲律宾,气候灾害,洪涝,东南亚,1,10,823,1300.0
1992,菲律宾,气候灾害,洪涝,东南亚,1,60,942777,74200.0
1992,菲律宾,气候灾害,洪涝,东南亚,1,19,58255,0.0
1992,菲律宾,气候灾害,洪涝,东南亚,1,0,52800,0.0
1993,菲律宾,气候灾害,洪涝,东南亚,1,5,258080,2600.0
1993,菲律宾,气候灾害,洪涝,东南亚,1,23,90000,37000.0
1993,菲律宾,气候灾害,洪涝,东南亚,1,25,4,0.0
1994,菲律宾,气候灾害,洪涝,东南亚,1,1,2762,37.0
1994,菲律宾,气候灾害,洪涝,东南亚,1,50,774000,1650.0
1994,菲律宾,气候灾害,洪涝,东南亚,1,2,18000,1600.0
1994,菲律宾,气候灾害,洪涝,东南亚,1,9,16821,855.0
1995,菲律宾,气候灾害,洪涝,东南亚,1,0,25000,0.0
1995,菲律宾,气候灾害,洪涝,东南亚,1,416,24485,700300.0
1995,菲律宾,气候灾害,洪涝,东南亚,1,18,10000,0.0
1995,菲律宾,气候灾害,洪涝,东南亚,1,17,17500,142.0
1995,菲律宾,气候灾害,洪涝,东南亚,1,12,4500,0.0
1995,菲律宾,气候灾害,洪涝,东南亚,1,13,47700,500.0
1996,菲律宾,气候灾害,洪涝,东南亚,1,0,96000,0.0
1997,菲律宾,气候灾害,洪涝,东南亚,1,18,105000,76.0
1999,菲律宾,气候灾害,洪涝,东南亚,1,34,3703,6000.0
1999,菲律宾,气候灾害,洪涝,东南亚,1,0,1300,0.0
1999,菲律宾,气候灾害,洪涝,东南亚,1,130,2099763,18000.0
1999,菲律宾,气候灾害,洪涝,东南亚,1,0,250,0.0
2000,菲律宾,气候灾害,洪涝,东南亚,1,50,153885,4080.0
2000,菲律宾,气候灾害,洪涝,东南亚,1,0,5250,0.0
2000,菲律宾,气候灾害,洪涝,东南亚,1,5,6508,0.0
2001,菲律宾,气候灾害,洪涝,东南亚,1,2,12000,0.0
2001,菲律宾,气候灾害,洪涝,东南亚,1,37,79000,8000.0
2001,菲律宾,气候灾害,洪涝,东南亚,1,4,300,0.0
2002,菲律宾,气候灾害,洪涝,东南亚,1,11,95008,392.0
2002,菲律宾,气候灾害,洪涝,东南亚,1,35,50000,1450.0
2002,菲律宾,气候灾害,洪涝,东南亚,1,26,3559,0.0
2002,菲律宾,气候灾害,洪涝,东南亚,1,18,7000,0.0
2003,菲律宾,气候灾害,洪涝,东南亚,1,0,3500,0.0
2004,菲律宾,气候灾害,洪涝,东南亚,1,27,194,0.0
2004,菲律宾,气候灾害,洪涝,东南亚,1,7,20000,0.0
2004,菲律宾,气候灾害,洪涝,东南亚,1,15,1500,0.0
2005,菲律宾,气候灾害,洪涝,东南亚,1,1,100,0.0
2005,菲律宾,气候灾害,洪涝,东南亚,1,4,192946,515.0
2006,菲律宾,气候灾害,洪涝,东南亚,1,4,256641,9600.0
2006,菲律宾,气候灾害,洪涝,东南亚,1,1,1000,0.0
2006,菲律宾,气候灾害,洪涝,东南亚,1,26,15000,0.0
2006,菲律宾,气候灾害,洪涝,东南亚,1,3,4250,399.0
2006,菲律宾,气候灾害,洪涝,东南亚,1,2,40000,763.0
2006,菲律宾,气候灾害,洪涝,东南亚,1,0,415618,3395.0
2007,菲律宾,气候灾害,洪涝,东南亚,1,9,24508,4080.0
2007,菲律宾,气候灾害,洪涝,东南亚,1,20,0,0.0
2007,菲律宾,气候灾害,洪涝,东南亚,1,11,16463,2520.0
2007,菲律宾,气候灾害,洪涝,东南亚,1,0,33571,0.0
2007,菲律宾,气候灾害,洪涝,东南亚,1,0,12205,0.0
2008,菲律宾,气候灾害,洪涝,东南亚,1,63,875343,30733.0
2008,菲律宾,气候灾害,洪涝,东南亚,1,1,1000,0.0
2008,菲律宾,气候灾害,洪涝,东南亚,1,10,239763,4088.0
2008,菲律宾,气候灾害,洪涝,东南亚,1,29,50000,0.0
2008,菲律宾,气候灾害,洪涝,东南亚,1,0,39530,0.0
2008,菲律宾,气候灾害,洪涝,东南亚,1,0,29184,446.0
2008,菲律宾,气候灾害,洪涝,东南亚,1,7,2391,173.0
2008,菲律宾,气候灾害,洪涝,东南亚,1,6,365678,4137.0
2009,菲律宾,气候灾害,洪涝,东南亚,1,33,537991,6354.0
2009,菲律宾,气候灾害,洪涝,东南亚,1,0,1300,0.0
2009,菲律宾,气候灾害,洪涝,东南亚,1,0,1345,0.0
2009,菲律宾,气候灾害,洪涝,东南亚,1,0,34325,0.0
2009,菲律宾,气候灾害,洪涝,东南亚,1,0,715,0.0
2009,菲律宾,气候灾害,洪涝,东南亚,1,0,920,0.0
2009,菲律宾,气候灾害,洪涝,东南亚,1,22,505102,22960.0
2009,菲律宾,气候灾害,洪涝,东南亚,1,0,1578,0.0
2010,菲律宾,气候灾害,洪涝,东南亚,1,2,40198,22.0
2010,菲律宾,气候灾害,洪涝,东南亚,1,1,15480,0.0
2010,菲律宾,气候灾害,洪涝,东南亚,1,27,40000,0.0
2010,菲律宾,气候灾害,洪涝,东南亚,1,0,200000,0.0
2010,菲律宾,气候灾害,洪涝,东南亚,1,0,80920,0.0
2010,菲律宾,气候灾害,洪涝,东南亚,1,0,505,0.0
2010,菲律宾,气候灾害,洪涝,东南亚,1,6,46713,3156.0
2010,菲律宾,气候灾害,洪涝,东南亚,1,16,450673,0.0
2010,菲律宾,气候灾害,洪涝,东南亚,1,110,1972446,47411.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,23,638418,12411.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,11,2000,0.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,16,241777,280.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,12,944781,10666.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,31,121005,251.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,0,2060,0.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,0,274,115.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,0,185,0.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,5,16191,183.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,0,8610,178881.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,12,171809,0.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,10,39520,0.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,0,30858,0.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,0,469,0.0
2011,菲律宾,气候灾害,洪涝,东南亚,1,2,871,0.0
2012,菲律宾,气候灾害,洪涝,东南亚,1,4,88570,0.0
