,住宿场所名称,省份,城市,商圈,星级,是否为客栈,房间数,评分,评论数,城市平均实住间夜,酒店总订单,酒店总间夜,酒店实住订单,酒店实住间夜,酒店直销订单,酒店直销间夜,酒店直销实住订单,酒店直销实住间夜,酒店直销拒单,酒店直销拒单率,城市直销订单,城市直销拒单率
9113,林州一家宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,4.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9114,安阳电力宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,58,2.952379942,3,27.97,5,5,3,3,5,5,3,3,0,0.0,9489.0,0.0267
9115,安阳安旅恒运商务酒店,河南,安阳,安阳站,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9116,安阳龙兴宾馆,河南,安阳,安阳站,二星及其他,低星,40,3.981430054,114,27.97,78,109,57,69,78,109,57,69,2,0.0256,9489.0,0.0267
9117,安阳龙缘快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,45,2.909090042,11,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9118,安阳滑县国宾大酒店,河南,安阳,安阳站殷墟,四星级/高档,OTA,140,4.57227993,154,27.97,15,21,12,18,1,1,1,1,0,0.0,9489.0,0.0267
9119,滑县凯瑞商务宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,36,4.333099842,69,27.97,3,3,3,3,3,3,3,3,0,0.0,9489.0,0.0267
9120,安阳万汇大酒店,河南,安阳,安阳站殷墟,三星级/舒适,低星,72,4.306729794,93,27.97,8,9,2,3,4,4,1,1,1,0.25,9489.0,0.0267
9121,内黄蘭石宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,32,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9122,安阳万金壹号商务酒店,河南,安阳,安阳站殷墟,二星及其他,低星,66,4.347849846,197,27.97,98,117,78,90,95,114,75,87,2,0.0211,9489.0,0.0267
9123,安阳天鹅湖商务酒店,河南,安阳,安阳市中心,二星及其他,低星,80,3.168750048,65,27.97,46,56,36,44,46,56,36,44,2,0.0435,9489.0,0.0267
9124,安阳安逸99快捷宾馆开发区店,河南,安阳,安阳站殷墟,二星及其他,低星,30,3.735889912,61,27.97,28,31,23,25,28,31,23,25,2,0.0714,9489.0,0.0267
9125,安阳都市假日连锁快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,3.285710096,3,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9126,锦江之星安阳工学院店,河南,安阳,安阳站殷墟,经济型,低星,132,4.785369873,344,27.97,225,293,149,188,211,268,142,171,7,0.0332,9489.0,0.0267
9127,汉庭安阳红旗路酒店,河南,安阳,安阳站殷墟安阳市中心,经济型,低星,73,4.434510231,80,27.97,21,24,8,11,14,17,7,10,0,0.0,9489.0,0.0267
9128,安阳雨鑫快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,72,4.096930027,86,27.97,6,6,1,1,6,6,1,1,2,0.3333,9489.0,0.0267
9129,安阳林商快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,3.798530102,39,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9130,安阳至尚快捷酒店,河南,安阳,安阳站殷墟,二星及其他,低星,20,4.352680206,25,27.97,84,84,69,69,84,84,69,69,0,0.0,9489.0,0.0267
9131,安阳盛世华宴酒店,河南,安阳,安阳站殷墟,二星及其他,低星,16,4.75,2,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9132,安阳顺兴居快捷酒店,河南,安阳,安阳市中心安阳站,二星及其他,低星,60,3.801589966,22,27.97,10,15,8,12,10,15,8,12,0,0.0,9489.0,0.0267
9133,安阳爱家快捷宾馆,河南,安阳,安阳站安阳市中心,二星及其他,低星,16,2.849600077,24,27.97,22,38,6,13,22,38,6,13,1,0.0455,9489.0,0.0267
9134,安阳全家福招待所,河南,安阳,安阳站殷墟,二星及其他,低星,25,4.314929962,72,27.97,6,8,2,2,6,8,2,2,0,0.0,9489.0,0.0267
9135,安阳心连心招待所,河南,安阳,安阳站殷墟,二星及其他,低星,12,4.414629936,5,27.97,2,2,2,2,2,2,2,2,0,0.0,9489.0,0.0267
9136,安阳安逸99快捷宾馆红星路店,河南,安阳,安阳站安阳市中心,二星及其他,低星,35,4.529409885,6,27.97,1,1,1,1,1,1,1,1,1,1.0,9489.0,0.0267
9137,安阳大唐天天快捷宾馆,河南,安阳,安阳市中心,二星及其他,低星,15,2.954050064,23,27.97,7,9,3,4,6,8,3,4,1,0.1667,9489.0,0.0267
9138,安阳富祥快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,34,3.0,2,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9139,安阳汇英快捷宾馆,河南,安阳,安阳市中心,二星及其他,低星,50,3.460469961,18,27.97,14,21,12,18,14,21,12,18,0,0.0,9489.0,0.0267
9140,安阳吉祥快捷招待所,河南,安阳,安阳站安阳市中心,二星及其他,低星,15,5.0,1,27.97,8,13,4,7,8,13,4,7,1,0.125,9489.0,0.0267
9141,安阳新新快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,40,4.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9142,安阳顺福快捷宾馆,河南,安阳,安阳站,二星及其他,低星,45,3.860769987,62,27.97,20,29,10,11,20,29,10,11,2,0.1,9489.0,0.0267
9143,安阳玄鸟快捷酒店,河南,安阳,安阳站,二星及其他,低星,20,3.573329926,39,27.97,27,36,21,27,25,32,21,27,1,0.04,9489.0,0.0267
9144,安阳盛德利快捷酒店,河南,安阳,殷墟安阳站,二星及其他,低星,60,4.176040173,79,27.97,21,29,9,11,6,6,4,4,0,0.0,9489.0,0.0267
9145,安阳新时光快捷酒店,河南,安阳,安阳站殷墟,二星及其他,低星,40,4.195149899,245,27.97,78,87,63,68,74,83,62,67,0,0.0,9489.0,0.0267
9146,安阳美家宾馆,河南,安阳,安阳站安阳市中心,二星及其他,低星,50,3.653709888,7,27.97,16,21,9,10,15,20,9,10,0,0.0,9489.0,0.0267
9147,安阳金秋宾馆,河南,安阳,安阳站安阳市中心,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9148,安阳名典鸿雁宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,30,3.829790115,86,27.97,48,51,44,47,48,51,44,47,0,0.0,9489.0,0.0267
9149,安阳安东假日宾馆,河南,安阳,安阳市中心,二星及其他,低星,72,3.887490034,49,27.97,30,48,19,20,29,47,18,19,1,0.0345,9489.0,0.0267
9150,林州宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,137,4.150129795,40,27.97,15,16,4,5,10,11,4,5,1,0.1,9489.0,0.0267
9151,林州兴林商务酒店,河南,安阳,安阳站殷墟,二星及其他,低星,80,4.471240044,105,27.97,26,41,22,35,16,23,13,19,1,0.0625,9489.0,0.0267
9152,安阳迎宾馆,河南,安阳,安阳市中心,五星级/豪华,OTA,407,4.718739986,446,27.97,97,149,64,92,1,1,1,1,0,0.0,9489.0,0.0267
9153,安阳滑县爱琴海酒店,河南,安阳,安阳站殷墟,二星及其他,低星,81,4.458600044,101,27.97,61,67,52,58,61,67,52,58,0,0.0,9489.0,0.0267
9154,安阳荣康公寓,河南,安阳,安阳站殷墟,二星及其他,低星,20,4.504039764,142,27.97,23,39,12,19,23,39,12,19,2,0.087,9489.0,0.0267
9155,安阳林州锦绣商务酒店,河南,安阳,安阳站殷墟,二星及其他,低星,65,4.229670048,19,27.97,26,31,19,24,23,25,16,18,0,0.0,9489.0,0.0267
9156,安阳春光家庭宾馆,河南,安阳,安阳市中心安阳站,二星及其他,低星,20,5.0,5,27.97,7,9,4,6,7,9,4,6,0,0.0,9489.0,0.0267
9157,安阳宝驰宾馆,河南,安阳,安阳站,二星及其他,低星,20,4.5,2,27.97,3,4,1,1,3,4,1,1,0,0.0,9489.0,0.0267
9158,安阳亚华假日酒店,河南,安阳,安阳站殷墟,二星及其他,低星,20,3.283440113,16,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9159,安阳宜家快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,70,4.355169773,101,27.97,144,184,119,149,144,184,119,149,0,0.0,9489.0,0.0267
9160,安阳贝尔88客栈,河南,安阳,安阳市中心安阳站,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9161,安阳金燕宾馆,河南,安阳,安阳站,二星及其他,低星,20,4.123310089,38,27.97,15,33,10,24,15,33,10,24,0,0.0,9489.0,0.0267
9162,安阳天之瑶温泉度假村,河南,安阳,安阳站殷墟,四星级/高档,OTA,50,4.245570183,90,27.97,7,7,4,4,1,1,1,1,0,0.0,9489.0,0.0267
9163,安阳贝尔快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9164,安阳馨源商务酒店,河南,安阳,安阳站,二星及其他,低星,67,4.323040009,50,27.97,20,26,16,20,16,22,12,16,1,0.0625,9489.0,0.0267
9165,安阳红星宾馆,河南,安阳,安阳市中心安阳站,二星及其他,低星,20,4.159999847,21,27.97,7,9,5,6,6,7,4,4,0,0.0,9489.0,0.0267
9166,安阳天悦快捷宾馆,河南,安阳,安阳市中心,二星及其他,低星,60,3.200000048,7,27.97,3,3,1,1,2,2,1,1,2,1.0,9489.0,0.0267
9167,安阳蓝祥商务会馆,河南,安阳,安阳市中心安阳站,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9168,安阳聚龙国际大酒店,河南,安阳,安阳市中心安阳站,三星级/舒适,低星,2,4.099999905,20,27.97,24,28,12,13,21,24,12,13,0,0.0,9489.0,0.0267
9169,安阳凯达快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,60,4.210529804,34,27.97,14,16,8,9,14,16,8,9,0,0.0,9489.0,0.0267
9170,安阳润华快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,43,4.475520134,116,27.97,21,27,15,19,20,26,14,18,1,0.05,9489.0,0.0267
9171,安阳殷都宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,28,3.906990051,124,27.97,49,53,41,41,49,53,41,41,0,0.0,9489.0,0.0267
9172,安阳双云招待所,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9173,林州红旗渠山林农家乐,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,1,2,1,1,1,2,1,1,1,1.0,9489.0,0.0267
9174,林州红旗渠加正农家乐,河南,安阳,安阳站殷墟,二星及其他,低星,20,4.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9175,安阳铁路招待所,河南,安阳,安阳站殷墟,二星及其他,低星,26,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9176,林州红旗渠保财农家乐,河南,安阳,安阳站殷墟,二星及其他,低星,25,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9177,安阳滑县富森国际酒店,河南,安阳,安阳站殷墟,二星及其他,低星,120,4.187369823,40,27.97,20,23,15,17,20,23,15,17,0,0.0,9489.0,0.0267
9178,安阳交通快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,82,4.12346983,82,27.97,43,43,30,30,42,42,30,30,3,0.0714,9489.0,0.0267
9179,安阳向阳旅社,河南,安阳,安阳站殷墟,二星及其他,低星,8,3.345449924,4,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9180,林州红旗渠行山农家乐,河南,安阳,安阳站殷墟,二星及其他,低星,25,3.0,1,27.97,1,4,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9181,安阳和平宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,100,3.957669973,164,27.97,410,428,338,350,405,423,336,348,0,0.0,9489.0,0.0267
9182,内黄中州国际饭店,河南,安阳,安阳站殷墟,四星级/高档,OTA,20,0.800000012,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9183,安阳鑫州快捷酒店,河南,安阳,安阳站殷墟,二星及其他,低星,21,3.357140064,8,27.97,6,6,5,5,6,6,5,5,0,0.0,9489.0,0.0267
9184,安阳恩东快捷宾馆,河南,安阳,安阳市中心安阳站,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9185,林州999快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9186,林州红旗渠卢家拐农家乐,河南,安阳,安阳站殷墟,二星及其他,低星,6,3.0,1,27.97,2,8,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9187,林州红旗渠太行农家乐,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9188,林州红旗渠兴鑫农家乐,河南,安阳,安阳站殷墟,二星及其他,低星,6,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9189,林州红旗渠拴子农家乐,河南,安阳,安阳站殷墟,二星及其他,低星,5,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9190,宜必思安阳解放路酒店,河南,安阳,安阳站殷墟,三星级/舒适,低星,148,4.798920155,658,27.97,176,294,58,92,170,278,57,91,1,0.0059,9489.0,0.0267
9191,滑县金都快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,39,4.960000038,7,27.97,24,28,21,25,24,28,21,25,0,0.0,9489.0,0.0267
9192,安阳文化快捷旅馆,河南,安阳,安阳站安阳市中心,二星及其他,低星,30,0.800000012,1,27.97,1,4,1,1,1,4,1,1,0,0.0,9489.0,0.0267
9193,安阳金港湾快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,40,5.0,1,27.97,3,5,1,1,3,5,1,1,1,0.3333,9489.0,0.0267
9194,安阳劳动快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,28,4.25,2,27.97,4,6,3,4,4,6,3,4,0,0.0,9489.0,0.0267
9195,安阳环卫招待所,河南,安阳,安阳站殷墟,二星及其他,低星,30,4.428569794,3,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9196,安阳农资宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,70,4.318640232,287,27.97,73,86,60,66,73,86,60,66,0,0.0,9489.0,0.0267
9197,安阳天鑫快捷宾馆,河南,安阳,安阳市中心安阳站,二星及其他,低星,116,4.455029964,227,27.97,45,53,34,37,41,49,30,33,4,0.0976,9489.0,0.0267
9198,安阳冠通宾馆,河南,安阳,安阳市中心,二星及其他,低星,20,2.246750116,4,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9199,林州市e+人快捷酒店,河南,安阳,安阳站殷墟,二星及其他,低星,90,4.031799793,166,27.97,84,99,53,56,63,66,49,50,0,0.0,9489.0,0.0267
9200,安阳滑县百合都市快捷酒店,河南,安阳,安阳站殷墟,二星及其他,低星,57,4.511779785,102,27.97,100,107,92,99,72,79,67,74,0,0.0,9489.0,0.0267
9201,安阳客如家商务酒店,河南,安阳,安阳市中心安阳站,二星及其他,低星,40,1.461539984,3,27.97,6,8,4,4,6,8,4,4,0,0.0,9489.0,0.0267
9202,安阳安林快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,30,4.063079834,33,27.97,5,6,4,4,4,4,4,4,0,0.0,9489.0,0.0267
9203,安阳文峰区尚客优快捷酒店黄河大道店,河南,安阳,安阳站殷墟,二星及其他,低星,38,4.241700172,125,27.97,122,141,85,87,107,118,81,83,2,0.0187,9489.0,0.0267
9204,林州天平山桃园度假村,河南,安阳,安阳站殷墟,二星及其他,低星,22,5.0,1,27.97,2,3,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9205,安阳林州东南时尚快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,30,3.714289904,3,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9206,安阳林州太行风情酒店,河南,安阳,安阳站殷墟,二星及其他,低星,67,3.830229998,24,27.97,2,2,1,1,2,2,1,1,1,0.5,9489.0,0.0267
9207,7天酒店安阳滑县人民路店,河南,安阳,安阳站殷墟,经济型,低星,84,4.568659782,84,27.97,74,80,64,69,71,77,64,69,0,0.0,9489.0,0.0267
9208,安阳海港宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,54,4.466899872,7,27.97,4,4,3,3,4,4,3,3,0,0.0,9489.0,0.0267
9209,安阳新喜润国际酒店,河南,安阳,安阳站殷墟,二星及其他,低星,144,4.504000187,19,27.97,8,10,7,9,8,10,7,9,0,0.0,9489.0,0.0267
9210,安阳缘来快捷宾馆,河南,安阳,安阳市中心安阳站,二星及其他,低星,20,3.657140017,3,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9211,安阳林州天成酒店,河南,安阳,安阳站殷墟,二星及其他,低星,85,4.538109779,33,27.97,9,14,4,4,3,6,1,1,1,0.3333,9489.0,0.0267
9212,安阳林州清华苑五洲大酒店,河南,安阳,安阳站殷墟,三星级/舒适,低星,80,4.6178298,68,27.97,19,41,10,24,11,15,6,8,1,0.0909,9489.0,0.0267
9213,安阳天鑫商务快捷宾馆铁西路店,河南,安阳,安阳站,二星及其他,低星,30,4.466350079,150,27.97,36,45,18,23,28,34,14,18,0,0.0,9489.0,0.0267
9214,安阳金庭假日宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,40,4.362989903,148,27.97,122,128,105,110,122,128,105,110,1,0.0082,9489.0,0.0267
9215,安阳今世缘快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,28,4.427919865,275,27.97,12,13,7,7,12,13,7,7,0,0.0,9489.0,0.0267
9216,林州市华东商务宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9217,林州黄金海岸商务酒店,河南,安阳,安阳站殷墟,二星及其他,低星,36,4.095590115,36,27.97,48,82,34,65,44,77,32,63,1,0.0227,9489.0,0.0267
9218,林州建银宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,30,2.973680019,3,27.97,3,6,1,3,3,6,1,3,1,0.3333,9489.0,0.0267
9219,林州鑫悦快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,4.358699799,31,27.97,15,20,6,10,11,14,4,6,0,0.0,9489.0,0.0267
9220,林州国强农家院,河南,安阳,安阳站殷墟,二星及其他,低星,15,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9221,安阳林州华林快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,3.181819916,2,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9222,安阳林州阳光宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,36,3.886179924,9,27.97,9,13,6,6,8,8,6,6,0,0.0,9489.0,0.0267
9223,安阳林州强胜农家乐,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,2,8,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9224,林州粮贸快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,30,5.0,2,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9225,林州亿丰时尚酒店,河南,安阳,安阳站殷墟,二星及其他,低星,60,3.345949888,23,27.97,3,5,1,1,3,5,1,1,1,0.3333,9489.0,0.0267
9226,林州雁巷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,35,5.0,3,27.97,4,4,1,1,4,4,1,1,2,0.5,9489.0,0.0267
9227,林州宜居快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,3.434779882,2,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9228,安阳东亚之星商务快捷酒店,河南,安阳,安阳站殷墟,二星及其他,低星,60,3.901829958,77,27.97,21,25,17,18,21,25,17,18,1,0.0476,9489.0,0.0267
9229,安阳林州林虑大酒店,河南,安阳,安阳站殷墟,二星及其他,低星,20,4.324319839,12,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9230,安阳金嘉康宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,35,5.0,2,27.97,4,4,2,2,4,4,2,2,1,0.25,9489.0,0.0267
9231,安阳永盛时尚宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9232,安阳金月亮假日酒店,河南,安阳,安阳站,二星及其他,低星,50,4.176579952,103,27.97,82,114,49,68,73,103,46,65,3,0.0411,9489.0,0.0267
9233,7天酒店安阳林州龙腾店,河南,安阳,安阳站殷墟,经济型,低星,68,4.081369877,66,27.97,54,81,30,39,40,64,25,32,5,0.125,9489.0,0.0267
9234,安阳汤阴速缘快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,30,4.214290142,5,27.97,3,4,1,1,3,4,1,1,0,0.0,9489.0,0.0267
9235,安阳内黄万祥时尚酒店,河南,安阳,安阳站殷墟,二星及其他,低星,48,4.579919815,78,27.97,40,49,32,36,34,40,29,33,2,0.0588,9489.0,0.0267
9236,安阳内黄裕达商务宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,50,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9237,安阳内黄尚特主题宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,25,4.323760033,43,27.97,22,23,17,18,20,21,17,18,0,0.0,9489.0,0.0267
9238,安阳内黄凯旋快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,40,4.130700111,15,27.97,6,6,6,6,6,6,6,6,0,0.0,9489.0,0.0267
9239,安阳内黄新兴商务宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,62,4.132199764,68,27.97,38,38,37,37,38,38,37,37,0,0.0,9489.0,0.0267
9240,安阳馨园招待所,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9241,安阳汤阴假日之星旅馆,河南,安阳,安阳站殷墟,二星及其他,低星,40,3.373330116,44,27.97,4,6,1,1,4,6,1,1,2,0.5,9489.0,0.0267
9242,安阳汤阴海亚快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,25,2.127660036,8,27.97,2,2,1,1,2,2,1,1,0,0.0,9489.0,0.0267
9243,安阳汤阴维多利亚快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,1.526319981,3,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9244,安阳鸿发凯悦酒店,河南,安阳,安阳站殷墟,二星及其他,低星,50,3.431819916,13,27.97,7,10,3,5,7,10,3,5,2,0.2857,9489.0,0.0267
9245,安阳汤阴正大宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,25,1.650599957,3,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9246,安阳汤阴达发商务宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,36,3.75,2,27.97,1,2,1,1,1,2,1,1,1,1.0,9489.0,0.0267
9247,安阳汤阴金江快捷商务宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,40,3.541470051,20,27.97,9,11,6,7,8,10,6,7,0,0.0,9489.0,0.0267
9248,安阳汤阴民康快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9249,安阳华都快捷酒店,河南,安阳,安阳站安阳市中心,二星及其他,低星,64,4.573410034,214,27.97,56,81,36,52,48,71,30,44,1,0.0208,9489.0,0.0267
9250,安阳尚客优快捷酒店内黄西环路店,河南,安阳,安阳站殷墟,二星及其他,低星,46,3.869829893,39,27.97,11,17,6,6,11,17,6,6,0,0.0,9489.0,0.0267
9251,安阳太行山水大酒店,河南,安阳,安阳站殷墟,三星级/舒适,低星,120,4.411560059,51,27.97,9,11,6,7,9,11,6,7,0,0.0,9489.0,0.0267
9252,安阳西雅图主题宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,23,4.167240143,43,27.97,8,11,5,8,6,7,4,5,0,0.0,9489.0,0.0267
9253,安阳旭冉商务宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,71,4.11111021,5,27.97,16,16,9,9,16,16,9,9,0,0.0,9489.0,0.0267
9254,安阳林州盛世酒店,河南,安阳,安阳站殷墟,二星及其他,低星,50,2.914190054,14,27.97,13,15,5,6,12,14,5,6,4,0.3333,9489.0,0.0267
9255,安阳林州锦福龙快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,14,1.0,1,27.97,1,1,1,1,1,1,1,1,1,1.0,9489.0,0.0267
9256,安阳隆源宾馆,河南,安阳,安阳市中心安阳站,二星及其他,低星,40,3.992830038,41,27.97,13,23,6,9,11,20,6,9,3,0.2727,9489.0,0.0267
9257,安阳七彩时尚旅馆,河南,安阳,安阳站殷墟,二星及其他,低星,7,4.785709858,3,27.97,3,3,1,1,3,3,1,1,3,1.0,9489.0,0.0267
9258,林州红旗渠假日酒店,河南,安阳,安阳站殷墟,三星级/舒适,低星,146,4.736929893,53,27.97,27,42,17,28,6,8,5,7,0,0.0,9489.0,0.0267
9259,安阳滑县迎宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,86,4.362440109,28,27.97,26,28,20,22,25,27,19,21,0,0.0,9489.0,0.0267
9260,安阳蜗居客栈,河南,安阳,安阳站殷墟,二星及其他,低星,30,3.870229959,41,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9261,林州市骏怡精品连锁主题酒店,河南,安阳,安阳站殷墟,二星及其他,低星,80,4.545589924,98,27.97,18,18,10,10,14,14,7,7,1,0.0714,9489.0,0.0267
9262,安阳林州青苹果宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,30,3.646080017,18,27.97,33,33,28,28,32,32,28,28,0,0.0,9489.0,0.0267
9263,尚客优快捷酒店林州汽车站桃园大道店,河南,安阳,安阳站殷墟,经济型,低星,80,4.330780029,99,27.97,93,129,55,71,54,58,38,42,0,0.0,9489.0,0.0267
9264,安阳鸿鑫旅馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,1,1,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9265,安阳天悦假日宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,30,5.0,1,27.97,3,4,1,1,3,4,1,1,2,0.6667,9489.0,0.0267
9266,安阳林州驿家365快捷酒店,河南,安阳,安阳站殷墟,二星及其他,低星,37,3.990240097,50,27.97,25,29,17,20,25,29,17,20,2,0.08,9489.0,0.0267
9267,安阳金牛宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,4.028570175,21,27.97,50,67,30,39,46,60,29,37,3,0.0652,9489.0,0.0267
9268,安阳勇者快捷宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,20,5.0,1,27.97,3,4,1,1,1,1,1,1,0,0.0,9489.0,0.0267
9269,安阳林州梅平商务宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,50,3.860179901,72,27.97,20,22,13,13,20,22,13,13,0,0.0,9489.0,0.0267
9270,安阳蓝天宾馆,河南,安阳,安阳站殷墟,二星及其他,低星,60,4.310540199,122,27.97,30,34,19,21,30,34,19,21,2,0.0667,9489.0,0.0267
